,company_id,category_code,country_code,state_code,average_funded,total_rounds,average_participants,products_number,offices,acquired_companies,mba_degree,phd_degree,ms_degree,other_degree,ipo,is_acquired,is_closed,age
753,c:123580,enterprise,USA,California,3766669.6667,3,2.6667,,1.0,,,,1.0,5.0,False,False,False,1218.0
754,c:1236,mobile,USA,other,11200000.0,3,3.3333,1.0,1.0,,3.0,,2.0,14.0,False,True,False,1964.0
756,c:123614,advertising,other,other,83800.0,2,1.5,,1.0,,,,,,False,False,True,1366.0
758,c:1237,games_video,USA,other,,1,0.0,,1.0,,,,,2.0,False,False,False,2467.0
759,c:12372,web,USA,other,3450000.0,1,2.0,,1.0,,,,,,False,True,False,1481.0
761,c:12378,games_video,other,other,401598.3333,3,3.6667,,1.0,,,,,,False,False,True,2467.0
764,c:1240,games_video,USA,California,,1,1.0,1.0,1.0,,,,1.0,2.0,False,False,False,2406.0
766,c:124074,advertising,USA,California,3500000.0,1,2.0,1.0,3.0,,1.0,2.0,2.0,5.0,False,False,False,1767.0
767,c:12408,network_hosting,other,other,41333333.3333,3,1.6667,1.0,1.0,,,,,,False,False,False,2101.0
770,c:12416,web,USA,California,4751666.6667,3,4.3333,,1.0,,1.0,,1.0,8.0,False,False,False,1498.0
773,c:12440,software,USA,California,6000000.0,1,0.0,,1.0,,1.0,,,2.0,False,True,False,1807.0
774,c:12444,games_video,USA,other,1300000.0,1,1.0,3.0,1.0,,,,,6.0,False,False,True,2543.0
780,c:12468,advertising,USA,California,3100000.0,1,5.0,,1.0,,1.0,,1.0,3.0,False,True,False,1667.0
781,c:12469,mobile,other,other,6833750.0,1,2.0,1.0,,,1.0,,,1.0,False,True,False,2313.0
782,c:12472,ecommerce,other,other,8000000.0,2,0.5,2.0,1.0,,,,,6.0,False,False,False,2185.0
787,c:12506,games_video,USA,other,1600000.0,1,1.0,4.0,1.0,,,,,,False,False,False,2284.0
790,c:12524,web,USA,other,350000.0,1,0.0,1.0,1.0,,,,,,False,True,False,2022.0
792,c:12538,web,other,other,,1,2.0,,1.0,,1.0,,,1.0,False,False,False,2123.0
803,c:12592,advertising,USA,California,5052059.5,3,8.6667,,1.0,,5.0,,1.0,19.0,False,False,False,1614.0
818,c:126603,search,USA,California,2450000.0,2,1.0,,3.0,,,,,2.0,False,False,False,2359.0
824,c:12689,analytics,USA,other,1000000.0,1,0.0,1.0,1.0,,1.0,,,1.0,False,False,False,2071.0
825,c:12698,software,other,other,1500000.0,1,0.0,2.0,1.0,,,,1.0,,False,False,False,2071.0
827,c:127,web,USA,California,,1,0.0,1.0,1.0,,,,,,False,False,False,2498.0
829,c:12711,mobile,USA,other,25000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2345.0
831,c:12723,security,USA,other,5050000.0,2,1.5,3.0,1.0,,1.0,1.0,2.0,3.0,False,True,False,2449.0
835,c:1274,games_video,USA,California,50000.0,1,0.0,1.0,1.0,,1.0,,,5.0,False,False,False,2284.0
836,c:127455,photo_video,USA,other,1666.6667,3,0.6667,,1.0,,,,,2.0,False,False,False,1263.0
845,c:12783,web,USA,California,200000.0,1,0.0,,1.0,,,,,,False,False,True,2192.0
851,c:128,search,USA,other,6866666.6667,3,3.6667,2.0,1.0,,8.0,1.0,2.0,12.0,False,True,False,1933.0
854,c:12805,advertising,USA,other,,1,1.0,,1.0,,1.0,,,3.0,False,False,False,2192.0
855,c:12807,social,other,other,1500000.0,2,0.5,,1.0,,,,,1.0,False,False,False,2406.0
856,c:128125,mobile,other,other,117059.0,1,1.0,1.0,1.0,,,,,,False,False,False,1522.0
860,c:1283,web,USA,California,7150000.0,2,4.5,1.0,1.0,2.0,5.0,,,14.0,False,True,False,2090.0
864,c:12836,finance,USA,California,1966666.6667,3,0.3333,1.0,1.0,,2.0,,2.0,18.0,False,False,False,2161.0
865,c:12839,web,other,other,292872.5,2,1.0,2.0,2.0,,1.0,,,2.0,False,False,False,1887.0
868,c:128427,mobile,USA,California,1781549.1429,7,1.0,,1.0,,1.0,,3.0,2.0,False,False,False,1461.0
870,c:12850,education,other,other,,2,2.5,,1.0,,,,,,False,False,False,2161.0
871,c:12851,web,other,other,,1,1.0,,2.0,,,1.0,2.0,1.0,False,False,False,1826.0
872,c:128553,software,other,other,213900.0,1,1.0,,1.0,,,,,,False,False,False,1250.0
874,c:128626,travel,other,other,,1,0.0,,1.0,,,,,,False,False,False,1141.0
876,c:12866,sports,USA,other,2650000.0,2,3.0,1.0,1.0,,,,,4.0,False,False,False,2406.0
879,c:12873,games_video,other,other,275000.0,2,1.5,,1.0,,,,,,False,False,True,1768.0
881,c:12886,music,USA,California,1200000.0,1,0.0,,1.0,,1.0,,2.0,4.0,False,False,False,1972.0
882,c:12887,analytics,USA,California,2000000.0,1,10.0,,1.0,,,2.0,1.0,9.0,False,False,False,1461.0
884,c:12900,real_estate,other,other,5222829.5,3,2.3333,,1.0,3.0,3.0,,3.0,7.0,False,False,False,2406.0
885,c:129008,web,USA,other,1200000.0,2,4.0,1.0,1.0,,,,,2.0,False,False,False,1096.0
895,c:12957,software,USA,other,940261.0,1,1.0,7.0,1.0,2.0,1.0,,,10.0,False,True,False,1977.0
902,c:1298,web,USA,California,900000.0,1,3.0,2.0,1.0,,2.0,,,7.0,False,False,False,2456.0
906,c:13,web,USA,California,9250000.0,4,4.25,,2.0,2.0,3.0,,5.0,30.0,False,True,False,1944.0
908,c:130,enterprise,USA,other,13002596.3333,3,3.0,2.0,4.0,,2.0,,2.0,19.0,False,True,False,2527.0
912,c:13007,ecommerce,other,other,,1,0.0,1.0,1.0,,,,,,False,False,False,2376.0
913,c:1301,web,USA,California,3950000.0,2,1.0,,1.0,1.0,1.0,,1.0,3.0,False,True,False,1765.0
915,c:130176,advertising,other,other,1300000.0,1,3.0,,2.0,,,,4.0,6.0,False,False,False,1680.0
916,c:1303,enterprise,USA,other,4683333.3333,6,1.3333,4.0,1.0,,6.0,1.0,2.0,14.0,False,False,False,2192.0
917,c:130338,health,USA,California,,1,0.0,,1.0,,1.0,,,1.0,False,False,False,1096.0
918,c:13037,advertising,other,other,,1,0.0,3.0,3.0,,,1.0,,,False,False,False,2453.0
923,c:1305,enterprise,other,other,1000000.0,1,1.0,5.0,1.0,,,,2.0,2.0,False,False,True,1461.0
925,c:13053,software,USA,California,,1,0.0,2.0,1.0,,,,,1.0,False,False,False,2161.0
929,c:13065,web,USA,other,,1,0.0,,1.0,,,,,1.0,False,False,False,1887.0
941,c:13101,web,USA,other,2516666.6667,3,6.0,4.0,1.0,,1.0,,,8.0,False,False,False,1421.0
943,c:13103,consulting,other,other,1000000.0,1,0.0,2.0,,,,,,1.0,False,False,False,2132.0
945,c:13120,finance,USA,other,,1,1.0,,1.0,,4.0,2.0,2.0,17.0,False,False,False,2040.0
946,c:13122,software,USA,California,,1,0.0,,1.0,,1.0,,1.0,1.0,False,False,False,1934.0
947,c:13125,web,USA,California,750000.0,1,1.0,3.0,1.0,2.0,,,,2.0,False,False,False,2071.0
949,c:13128,mobile,USA,other,50000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2101.0
950,c:13129,news,USA,other,13800000.0,5,3.4,3.0,1.0,2.0,1.0,,,8.0,False,False,False,2288.0
953,c:131487,mobile,other,other,2150000.0,1,2.0,,1.0,,,,1.0,4.0,False,False,False,1826.0
954,c:13149,enterprise,other,other,290000.0,2,0.5,1.0,1.0,,,,,,False,False,True,2101.0
957,c:13153,web,other,other,281080.6667,3,0.0,,1.0,,,,,1.0,False,False,False,2406.0
958,c:13154,hardware,other,other,,2,1.0,4.0,1.0,,1.0,,1.0,2.0,False,False,False,2178.0
963,c:131583,medical,USA,California,10308718.0,3,1.0,,1.0,,,,,,False,False,True,2192.0
966,c:131618,mobile,USA,California,350000.0,1,0.0,,2.0,,,,,,False,False,False,1218.0
969,c:13168,search,USA,California,9125000.0,2,2.5,,1.0,,3.0,,,4.0,False,True,False,2403.0
970,c:13169,advertising,USA,other,350000.0,1,0.0,3.0,1.0,,,,,,False,True,False,2137.0
972,c:13174,web,other,other,5000000.0,1,1.0,2.0,1.0,,,,1.0,3.0,False,False,False,2437.0
979,c:132,music,other,other,5000000.0,1,1.0,3.0,1.0,,1.0,1.0,2.0,16.0,False,True,False,1946.0
994,c:132329,news,other,other,2618600.0,1,1.0,,1.0,,1.0,,1.0,3.0,False,False,False,1310.0
996,c:13245,enterprise,USA,other,9050000.0,4,2.25,1.0,1.0,,,,,3.0,False,False,False,2437.0
998,c:132471,social,USA,other,1250000.0,1,0.0,,1.0,,1.0,,,2.0,False,False,False,1461.0
1003,c:13260,transportation,other,other,,2,2.5,3.0,1.0,,,,,,False,False,False,2161.0
1011,c:13277,web,USA,California,1700000.0,1,1.0,1.0,1.0,,,,,,False,False,True,2314.0
1014,c:13285,other,USA,other,50000.0,1,0.0,1.0,1.0,,,,,,False,False,False,2345.0
1015,c:132868,mobile,other,other,33102.0,2,6.5,,1.0,,,,,,False,False,False,1356.0
1016,c:132877,games_video,other,other,10000.0,1,0.0,,1.0,,,,,2.0,False,False,False,1179.0
1018,c:13290,games_video,USA,other,,1,1.0,,1.0,,,,,1.0,False,False,True,2192.0
1020,c:13303,web,other,other,100000.0,1,0.0,,,,,,,,False,False,False,1912.0
1024,c:13333,web,other,other,250000.0,1,1.0,,,,,,,,False,False,False,2452.0
1030,c:13358,public_relations,USA,California,650000.0,1,1.0,1.0,1.0,,1.0,,,,False,False,True,2526.0
1032,c:13362,education,USA,other,3690787.8,5,0.2,,1.0,,,,,4.0,False,False,False,1826.0
1036,c:133930,analytics,other,other,,1,0.0,,1.0,,,,,,False,False,False,1096.0
1037,c:134,security,USA,other,1050000.0,2,1.5,1.0,1.0,,1.0,,,2.0,False,True,False,1201.0
1043,c:134153,web,other,other,1378786.6667,3,1.0,,1.0,,1.0,,,2.0,False,False,False,1466.0
1045,c:134280,software,other,other,425000.0,2,0.0,,,,,,,,False,False,True,1249.0
1048,c:134342,web,USA,California,1400000.0,1,4.0,,1.0,,,,,1.0,False,False,False,1096.0
1052,c:13455,web,other,other,,1,2.0,1.0,1.0,,,,,2.0,False,False,False,1188.0
1058,c:13465,software,USA,California,15000000.0,1,3.0,,1.0,,2.0,1.0,1.0,7.0,False,True,False,2344.0
1060,c:134719,software,USA,California,825000.0,3,0.0,8.0,1.0,,1.0,,,1.0,False,False,False,1795.0
1068,c:1350,network_hosting,USA,other,9333333.3333,3,2.6667,1.0,1.0,,1.0,1.0,1.0,5.0,False,True,False,1782.0
1074,c:13512,software,other,other,3000000.0,1,2.0,1.0,1.0,,,,,,False,False,True,2101.0
1076,c:135134,mobile,other,other,2116665.6667,4,2.75,,1.0,,,,,,False,False,False,1461.0
1077,c:135147,advertising,other,other,49167.0,1,0.0,1.0,2.0,,,,,,False,False,False,1826.0
1079,c:13517,enterprise,USA,other,1000000.0,1,0.0,,1.0,,,,,3.0,False,False,False,1924.0
1080,c:135188,advertising,other,other,20118.0,1,1.0,,3.0,,,,,,False,False,False,1461.0
1083,c:135202,mobile,other,other,931420.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
1089,c:13533,software,USA,other,130000.0,1,1.0,,1.0,,,,,,False,True,False,1775.0
1097,c:13552,web,USA,California,3100000.0,1,1.0,,1.0,,2.0,,,6.0,False,False,False,1864.0
1099,c:135594,software,other,other,,1,1.0,,,,,,,,False,False,False,1096.0
1103,c:13567,games_video,USA,California,100000.0,1,0.0,2.0,1.0,,,,,,False,False,True,2406.0
1111,c:136162,analytics,USA,California,,1,0.0,,1.0,,,,,,False,False,False,1140.0
1115,c:13640,search,USA,California,1950000.0,2,2.5,1.0,1.0,,,1.0,1.0,2.0,False,False,False,2211.0
1117,c:136461,biotech,USA,other,8000000.0,1,0.0,,1.0,,2.0,,,2.0,False,False,True,1461.0
1126,c:13662,advertising,USA,other,3870000.2,5,3.2,,2.0,,7.0,,,12.0,False,False,False,2253.0
1132,c:136682,analytics,USA,other,415965.5,2,0.0,,1.0,,1.0,,,4.0,False,False,False,1371.0
1137,c:13672,web,USA,other,350000.0,1,1.0,1.0,1.0,,,1.0,1.0,1.0,False,False,False,2376.0
1138,c:136725,games_video,other,other,200000.0,1,0.0,,,,,,,,False,False,False,1117.0
1141,c:1368,mobile,other,other,12050000.0,2,1.5,1.0,1.0,,,,1.0,3.0,False,False,False,2406.0
1145,c:136854,education,USA,other,5700000.0,1,4.0,,1.0,,,,,1.0,False,False,False,1324.0
1146,c:13686,software,USA,other,6801050.0,6,1.1667,1.0,1.0,,4.0,,1.0,16.0,False,False,False,2376.0
1149,c:136926,network_hosting,other,other,53196444.0,2,1.0,,1.0,,,,,,False,False,False,1096.0
1150,c:136956,biotech,USA,other,9625000.0,2,0.0,,1.0,,,,,,False,False,False,1096.0
1151,c:136960,web,USA,other,3649999.6667,3,1.3333,,1.0,,,,2.0,3.0,False,False,False,1096.0
1152,c:136962,biotech,other,other,3561060.0,2,1.0,,1.0,,,,,,False,False,False,1218.0
1154,c:137009,software,USA,other,350000.0,1,0.0,,1.0,,,,,1.0,False,False,False,1515.0
1155,c:137027,analytics,other,other,4700000.0,1,2.0,,1.0,,,,,2.0,False,False,False,2192.0
1158,c:137053,advertising,USA,other,50000.0,1,1.0,22.0,1.0,,1.0,,2.0,3.0,False,False,False,1948.0
1160,c:137077,software,other,other,6500000.0,2,4.0,,2.0,,,,,2.0,False,False,False,1096.0
1163,c:137108,consulting,other,other,150000.0,1,0.0,,1.0,,,,,,False,False,False,1127.0
1166,c:13717,software,USA,other,2000000.0,1,1.0,1.0,1.0,,,,,,False,False,False,2345.0
1167,c:137171,health,USA,California,35000.0,2,1.0,,1.0,,,,,1.0,False,False,False,1133.0
1173,c:137289,biotech,USA,California,23158666.6667,3,4.3333,,1.0,,,2.0,,11.0,False,False,False,1461.0
1174,c:13729,mobile,other,other,,1,1.0,,1.0,,,,,5.0,False,False,False,1934.0
1175,c:1373,web,USA,other,460000.0,2,3.5,1.0,1.0,,1.0,,,15.0,False,False,False,2467.0
1176,c:13730,software,USA,other,3750000.0,2,1.5,,1.0,,,,,4.0,False,True,False,2278.0
1178,c:13732,network_hosting,USA,other,600000.0,1,0.0,3.0,2.0,,,,1.0,,False,False,False,2467.0
1179,c:13733,travel,USA,California,2000000.0,2,0.5,,1.0,,,,,5.0,False,False,True,2192.0
1181,c:137347,biotech,USA,other,16680708.4,5,1.0,,1.0,,,3.0,1.0,4.0,False,False,False,1096.0
1182,c:137400,web,other,other,807069.0,2,0.0,,1.0,,,,,4.0,False,False,False,1189.0
1188,c:137494,analytics,USA,other,300000.0,1,0.0,,1.0,,,,,,False,False,False,1280.0
1190,c:1375,mobile,USA,other,2000000.0,1,2.0,1.0,1.0,,3.0,2.0,1.0,8.0,False,False,False,2314.0
1192,c:137558,analytics,USA,California,25000000.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
1200,c:137648,games_video,other,other,1700000.0,1,0.0,,1.0,,,,,,False,False,False,2197.0
1201,c:137664,web,NZL,other,650000.0,1,0.0,,3.0,,,,,,False,False,True,1317.0
1206,c:137742,cleantech,USA,other,103817742.6667,4,2.25,,1.0,1.0,2.0,,,5.0,False,False,False,1826.0
1209,c:13776,mobile,USA,other,15000.0,1,1.0,4.0,3.0,,,,,1.0,False,False,False,1979.0
1210,c:137764,hospitality,other,other,353007.5,2,0.0,2.0,1.0,,,,,2.0,False,False,False,1381.0
1211,c:13787,web,other,other,,1,0.0,2.0,,,,,,,False,False,False,2073.0
1214,c:137892,cleantech,other,other,7675000.0,2,0.5,,,,1.0,,1.0,1.0,False,False,False,1461.0
1217,c:137921,biotech,USA,California,12000000.0,2,0.5,,1.0,,1.0,,,1.0,False,False,False,1096.0
1221,c:137973,cleantech,USA,other,8000000.0,2,2.0,,1.0,,,,,,False,False,False,1096.0
1224,c:137992,web,USA,other,1000000.0,1,0.0,,2.0,,,,,,False,False,False,2288.0
1225,c:138,web,other,other,8000000.0,2,3.5,2.0,2.0,,2.0,,1.0,10.0,False,True,False,2352.0
1233,c:138056,enterprise,USA,California,850000.0,2,1.0,12.0,1.0,,,,,5.0,False,False,False,1667.0
1234,c:138066,analytics,other,other,298855.3333,3,0.0,,2.0,,1.0,,,2.0,False,False,False,2040.0
1240,c:13813,web,USA,other,500000.0,1,0.0,,1.0,,1.0,,,6.0,False,False,True,2192.0
1242,c:13815,health,USA,California,610000.0,3,2.0,2.0,2.0,,2.0,,,1.0,False,True,False,1196.0
1243,c:138153,ecommerce,other,other,3600.0,1,1.0,,1.0,,,,,,False,False,False,1492.0
1245,c:138246,mobile,USA,other,1500000.0,1,1.0,,1.0,,1.0,,,5.0,False,False,False,1096.0
1250,c:13841,ecommerce,other,other,58511.0,1,0.0,1.0,1.0,,,,,,False,False,True,2036.0
1254,c:138502,ecommerce,other,other,50500000.0,4,2.5,,4.0,3.0,1.0,,,2.0,False,False,False,1461.0
1255,c:138526,sports,other,other,430380.0,2,0.5,,1.0,,,,1.0,,False,False,True,1645.0
1256,c:138548,software,other,other,2000000.0,1,1.0,,1.0,,,,,,False,False,False,1096.0
1257,c:138558,enterprise,other,other,142500.0,4,0.75,,1.0,,,,2.0,2.0,False,False,False,2100.0
1261,c:138626,software,other,other,417143.5,2,1.0,1.0,1.0,,,,,,False,False,False,1826.0
1265,c:138763,software,other,other,6325000.0,2,4.0,,2.0,,,,,3.0,False,False,False,1461.0
1268,c:1388,news,USA,other,9250000.0,5,2.0,,1.0,4.0,1.0,,6.0,22.0,False,True,False,2100.0
1270,c:138814,security,USA,California,125000.0,1,0.0,,1.0,,,,,,False,False,True,1157.0
1274,c:138870,biotech,USA,other,27500000.0,2,1.5,,1.0,,1.0,,2.0,5.0,False,False,False,1096.0
1275,c:138874,cleantech,USA,other,7893171.0,4,0.25,,1.0,,1.0,,,2.0,False,False,False,2192.0
1280,c:138898,medical,other,other,10400000.0,1,2.0,,1.0,,,,,,False,False,False,1461.0
1282,c:138904,analytics,USA,California,13666666.6667,3,3.0,,1.0,,,,2.0,3.0,False,False,False,1826.0
1284,c:138981,software,USA,other,140000.0,1,0.0,,1.0,,,,,,False,False,False,1414.0
1288,c:139006,mobile,USA,other,,1,9.0,,1.0,,,,,1.0,False,False,False,1310.0
1290,c:139030,sports,other,other,15000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
1291,c:139037,biotech,USA,other,15000000.0,2,1.0,,1.0,,1.0,,,3.0,False,False,False,1096.0
1292,c:139042,medical,USA,other,4150000.0,2,1.0,,1.0,,,,,,False,False,False,1826.0
1296,c:139128,ecommerce,other,other,1500000.0,2,2.0,7.0,1.0,,1.0,,,,False,False,False,1096.0
1302,c:13916,software,USA,other,25000.0,1,0.0,,1.0,2.0,,,,3.0,False,False,False,1996.0
1309,c:139228,games_video,other,other,,2,2.5,,1.0,,1.0,,,2.0,False,False,False,1857.0
1310,c:13923,advertising,USA,other,65000.0,1,0.0,3.0,1.0,,,,,,False,False,True,2192.0
1311,c:139233,ecommerce,other,other,534480.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
1313,c:139238,advertising,other,other,1500000.0,2,1.0,,1.0,,1.0,,,2.0,False,False,False,1792.0
1314,c:13924,mobile,other,other,5500000.0,1,1.0,3.0,3.0,,3.0,1.0,,6.0,False,False,False,2192.0
1320,c:139289,advertising,USA,other,1048500.0,2,4.0,,1.0,,,,,,False,False,False,1096.0
1322,c:139295,biotech,USA,California,23647547.6,5,1.8,,1.0,,4.0,3.0,3.0,10.0,False,False,False,1461.0
1324,c:139299,hardware,USA,other,533333.3333,3,0.0,,1.0,,,,,2.0,False,False,False,1096.0
1328,c:139368,finance,other,other,1313100.0,1,0.0,1.0,1.0,,,,,,False,False,False,1379.0
1329,c:139370,advertising,other,other,101463.0,1,2.0,3.0,1.0,,,,,,False,False,True,1096.0
1333,c:139431,biotech,USA,other,873333.3333,3,0.6667,,1.0,,,,,,False,False,False,1461.0
1337,c:139479,enterprise,USA,California,15500000.0,1,5.0,,1.0,,,,,,False,False,False,1826.0
1338,c:139490,health,USA,other,785000.0,3,1.6667,,2.0,,,,,4.0,False,False,False,1096.0
1344,c:139554,software,other,other,1066666.6667,3,0.0,,2.0,,1.0,2.0,1.0,2.0,False,False,False,2101.0
1346,c:139569,photo_video,USA,other,955000.0,2,1.0,1.0,1.0,,,,,3.0,False,False,False,1127.0
1364,c:139694,mobile,other,other,500000.0,1,1.0,,1.0,,,,,,False,False,False,1101.0
1366,c:139707,analytics,USA,other,1250625.0,2,1.5,,1.0,,,,,3.0,False,False,False,1188.0
1367,c:139729,software,USA,other,587500.0,2,0.5,,2.0,,,,,,False,False,True,1461.0
1372,c:139768,mobile,other,other,7000000.0,1,3.0,,,,2.0,,1.0,2.0,False,False,False,1979.0
1376,c:139795,advertising,other,other,750000.0,2,0.5,,1.0,,,,1.0,5.0,False,False,False,1461.0
1380,c:139822,fashion,USA,other,40000.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
1382,c:13984,software,USA,other,13633333.3333,3,3.0,,1.0,,2.0,,,6.0,False,False,False,2192.0
1390,c:1399,web,USA,California,1000000.0,2,2.5,4.0,1.0,,,,,,False,False,False,2376.0
1392,c:139917,games_video,USA,California,1750000.0,2,2.0,1.0,1.0,,,,,2.0,False,False,False,1096.0
1394,c:139933,games_video,other,other,257332.5,2,0.5,,1.0,,1.0,,,3.0,False,False,False,1409.0
1397,c:13997,advertising,USA,California,6000000.0,2,2.0,1.0,1.0,,1.0,,,11.0,False,False,False,2526.0
1399,c:139984,mobile,USA,California,250000.0,2,1.0,3.0,1.0,,,,,,False,False,False,1096.0
1400,c:13999,ecommerce,USA,California,3262500.0,2,6.5,,1.0,,2.0,,,9.0,False,False,False,1528.0
1402,c:14,web,USA,California,6033333.3333,3,2.6667,1.0,1.0,,,,,,False,True,False,2540.0
1403,c:140,public_relations,USA,California,26000000.0,4,2.5,1.0,1.0,,1.0,,3.0,31.0,False,True,False,1831.0
1406,c:140036,web,USA,California,,1,2.0,,1.0,,,,,4.0,False,False,False,1096.0
1413,c:140097,analytics,USA,other,1025000.0,1,3.0,,1.0,,,,,,False,False,False,1980.0
1419,c:14015,enterprise,other,other,139411.0,1,1.0,1.0,1.0,,,,,,False,False,False,2071.0
1420,c:140156,web,other,other,,1,1.0,,,,,,,6.0,False,False,False,1096.0
1423,c:140188,hospitality,other,other,120000.0,1,3.0,,1.0,,,,,,False,False,False,1618.0
1424,c:140192,advertising,other,other,1810380.0,2,1.0,,1.0,,,,,2.0,False,False,False,1826.0
1426,c:140203,software,other,other,850000.0,1,0.0,,3.0,,2.0,,,2.0,False,False,False,1573.0
1427,c:140256,health,USA,other,2625000.0,2,0.5,,1.0,,3.0,,,9.0,False,False,False,2192.0
1435,c:14036,mobile,USA,California,10625000.0,4,2.5,2.0,2.0,,2.0,1.0,4.0,8.0,False,True,False,1755.0
1436,c:140377,web,USA,other,,2,4.5,,1.0,,,,,,False,False,False,2192.0
1441,c:14041,public_relations,USA,other,15000.0,1,0.0,1.0,1.0,,,,,,False,False,False,1908.0
1442,c:140441,advertising,USA,other,3000000.0,2,1.0,,1.0,,1.0,,1.0,6.0,False,False,False,1461.0
1446,c:140476,software,USA,other,973422.8,5,0.4,,1.0,,,,,3.0,False,False,False,2192.0
1459,c:140564,software,other,other,1391800.0,1,0.0,,1.0,,,,1.0,6.0,False,False,False,2520.0
1463,c:140607,web,USA,California,1400100.0,1,1.0,,1.0,,,,,1.0,False,False,False,1096.0
1465,c:140615,security,other,other,825000.0,1,0.0,,,,,,,2.0,False,False,False,1096.0
1467,c:140627,medical,USA,other,1210000.0,2,0.0,,1.0,,,,,,False,False,False,2192.0
1468,c:14063,web,USA,other,,1,1.0,1.0,1.0,,,,,,False,False,True,1979.0
1475,c:14065,public_relations,other,other,110000.0,1,0.0,1.0,1.0,,,,,,False,False,False,2284.0
1477,c:140659,security,other,other,1503669.0,1,2.0,,1.0,,,,,,False,False,False,1461.0
1478,c:140660,ecommerce,other,other,2509000.0,5,1.4,,1.0,,,,,,False,False,False,1492.0
1479,c:140673,web,USA,other,162500.0,2,1.0,,1.0,,,,,,False,False,False,1096.0
1495,c:140858,web,USA,other,135000.0,1,0.0,,4.0,,1.0,,1.0,5.0,False,False,False,2010.0
1496,c:140868,web,USA,other,425000.0,2,2.0,,1.0,,,,,2.0,False,False,False,1096.0
1504,c:14092,software,other,other,,2,0.5,2.0,1.0,,,,,,False,False,False,2314.0
1505,c:140933,games_video,other,other,500000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
1509,c:140963,enterprise,USA,other,3625000.0,2,0.5,,1.0,,3.0,,,4.0,False,False,False,1461.0
1511,c:140995,consulting,USA,other,25000.0,1,1.0,,1.0,,,,,,False,False,False,1096.0
1515,c:141077,software,other,other,15604.0,1,1.0,,1.0,,,,,,False,False,False,1249.0
1516,c:14108,software,USA,other,,1,2.0,1.0,4.0,1.0,,2.0,4.0,10.0,False,False,False,2308.0
1522,c:141128,software,other,other,,1,1.0,2.0,1.0,,,,,,False,False,False,1096.0
1524,c:141146,finance,other,other,9043980.0,2,1.0,,1.0,,,,,,False,False,False,1826.0
1528,c:141156,advertising,other,other,1700000.0,1,1.0,,1.0,,,,,1.0,False,False,False,1553.0
1529,c:141176,software,other,other,200000.0,1,1.0,3.0,1.0,,,,,,False,False,False,2125.0
1531,c:14121,enterprise,other,other,150000.0,1,0.0,2.0,2.0,,,,,,False,False,False,2526.0
1534,c:141231,ecommerce,USA,other,20000.0,1,1.0,,1.0,,,,,1.0,False,False,False,1096.0
